Field,BN,$9,$a,SF2,Aut,Biblio
700,12939,12077,"Rofman, Edmundo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12077#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12939#tab7XX
650,12941,22575,VARIABLES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22575#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12941#tab6XX
650,12941,19625,MATEMATICAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19625#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12941#tab6XX
650,12941,17496,ECUACIONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17496#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12941#tab6XX
650,12941,16102,CALCULO DIFERENCIAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12941#tab6XX
650,12941,16105,CALCULO INTEGRAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16105#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12941#tab6XX
650,12941,15659,ANALISIS[MATEMATICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15659#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12941#tab6XX
650,12942,21266,REDES DE COMPUTADORAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21266#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,22369,TRANSMISION DE DATOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22369#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,21272,REDES DE INTERCONEXION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21272#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,21273,REDES DE PAQUETES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21273#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,21263,REDES DE AREA LOCAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21263#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,21262,REDES DE AREA AMPLIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21262#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,20979,PROTOCOLOS DE REDES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20979#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,15814,ARQUITECTURA Y DISEÑO DE REDES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15814#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,16919,CORREO ELECTRONICO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16919#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
650,12942,19209,INTERNET,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19209#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab6XX
700,12942,9933,"Morales Peake, David",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9933#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab7XX
700,12942,6451,"Guerrero, Gabriel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6451#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12942#tab7XX
700,12945,10775,"Parra, Rodolfo de Jesús Bravo de la",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10775#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12945#tab7XX
650,12949,22102,TELECOMUNICACIONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12949#tab6XX
650,12949,21873,SISTEMAS TELEFONICOS CELULARES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21873#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12949#tab6XX
650,12949,21827,SISTEMAS DE TELECOMUNICACION MOVILES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21827#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12949#tab6XX
700,12949,4259,"Díaz-Hellín Sepúlveda, Fernando",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4259#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12949#tab7XX
650,12950,22102,TELECOMUNICACIONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12950#tab6XX
650,12950,21873,SISTEMAS TELEFONICOS CELULARES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21873#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12950#tab6XX
650,12950,21827,SISTEMAS DE TELECOMUNICACION MOVILES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21827#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12950#tab6XX
650,12951,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12951#tab6XX
650,12951,19719,MEDICINA DEL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19719#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12951#tab6XX
650,12951,17737,ENFERMEDADES LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17737#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12951#tab6XX
650,12951,21569,SECTOR INDUSTRIAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21569#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12951#tab6XX
650,12951,22306,TRABAJADORES INDUSTRIALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22306#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12951#tab6XX
650,12952,17910,ERGONOMIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17910#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12952#tab6XX
650,12952,19765,MEDIO AMBIENTE FISICO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19765#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12952#tab6XX
650,12952,20726,PREVENCION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20726#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12952#tab6XX
650,12952,15990,BIOMECANICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15990#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12952#tab6XX
650,12952,16657,CONDICIONES DE TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16657#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12952#tab6XX
650,12953,22298,TOXICOLOGIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22298#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12953#tab6XX
650,12953,20845,PRODUCTOS TOXICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20845#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12953#tab6XX
650,12953,22605,VENENOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22605#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12953#tab6XX
650,12953,20504,PLAGUICIDAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20504#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12953#tab6XX
650,12953,19214,INTOXICACION ALIMENTARIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19214#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12953#tab6XX
700,12953,5315,"Fraga Escamilla, Esteban",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5315#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12953#tab7XX
650,12954,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12954#tab6XX
650,12954,17737,ENFERMEDADES LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17737#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12954#tab6XX
650,12954,16794,CONTAMINANTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16794#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12954#tab6XX
700,12954,5627,"García Galiana, Judith",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5627#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12954#tab7XX
700,12954,12411,"Sáez San Justo, María Antonia",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12411#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12954#tab7XX
650,12956,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12956#tab6XX
650,12956,19719,MEDICINA DEL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19719#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12956#tab6XX
650,12956,17737,ENFERMEDADES LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17737#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12956#tab6XX
650,12956,15257,ACCIDENTES DE TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15257#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12956#tab6XX
650,12956,19405,LEYES Y LEGISLACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19405#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12956#tab6XX
650,12957,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12957#tab6XX
650,12957,15257,ACCIDENTES DE TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15257#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12957#tab6XX
650,12957,20727,PREVENCION DE ACCIDENTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20727#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12957#tab6XX
650,12957,21486,RIESGOS LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21486#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12957#tab6XX
650,12957,18838,HIGIENE,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18838#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12957#tab6XX
650,12957,18998,INDUSTRIA DE LA CONSTRUCCION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18998#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12957#tab6XX
650,12958,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12958#tab6XX
650,12958,19719,MEDICINA DEL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19719#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12958#tab6XX
650,12958,17737,ENFERMEDADES LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17737#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12958#tab6XX
650,12958,21487,RIESGOS SANITARIOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21487#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12958#tab6XX
650,12958,21486,RIESGOS LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21486#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12958#tab6XX
650,12958,20525,PLANIFICACION DE POLITICAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20525#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12958#tab6XX
650,12959,22625,VIBRACIONES[MECANICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22625#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12959#tab6XX
650,12959,17737,ENFERMEDADES LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17737#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12959#tab6XX
650,12959,20396,PELIGROS PARA LA SALUD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20396#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12959#tab6XX
650,12959,16841,CONTROL DE LAS VIBRACIONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16841#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12959#tab6XX
650,12959,19405,LEYES Y LEGISLACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19405#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12959#tab6XX
650,12960,19003,INDUSTRIA DEL CAUCHO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19003#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12960#tab6XX
650,12960,20727,PREVENCION DE ACCIDENTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20727#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12960#tab6XX
650,12960,21585,SEGURIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21585#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12960#tab6XX
650,12960,18838,HIGIENE,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18838#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12960#tab6XX
110,12961,617,Organización Internacional del Trabajo,Oficina Internacional del Trabajo,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=617#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12961#tab1XX
650,12963,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12963#tab6XX
650,12963,20727,PREVENCION DE ACCIDENTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20727#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12963#tab6XX
650,12963,21486,RIESGOS LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21486#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12963#tab6XX
650,12963,19036,INDUSTRIA QUIMICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19036#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12963#tab6XX
650,12963,19294,LABORATORIOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19294#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12963#tab6XX
650,12964,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12964#tab6XX
650,12964,15257,ACCIDENTES DE TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15257#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12964#tab6XX
650,12964,20727,PREVENCION DE ACCIDENTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20727#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12964#tab6XX
650,12964,21486,RIESGOS LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21486#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12964#tab6XX
650,12965,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12965#tab6XX
650,12965,21486,RIESGOS LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21486#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12965#tab6XX
650,12965,20396,PELIGROS PARA LA SALUD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20396#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12965#tab6XX
650,12965,16794,CONTAMINANTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16794#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12965#tab6XX
650,12967,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,21486,RIESGOS LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21486#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,19765,MEDIO AMBIENTE FISICO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19765#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,17737,ENFERMEDADES LABORALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17737#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,15339,ACUSTICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15339#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,16241,CARGA TERMICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16241#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,22625,VIBRACIONES[MECANICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22625#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,18925,ILUMINACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18925#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12967,21095,RADIACION ELECTROMAGNETICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21095#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12967#tab6XX
650,12970,22797,SEGURIDAD E HIGIENE EN EL TRABAJO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22797#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12970#tab6XX
650,12970,20727,PREVENCION DE ACCIDENTES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20727#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12970#tab6XX
650,12970,21485,RIESGOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21485#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=12970#tab6XX
